candidate_id,age,gender,surname,surname_category,hometown_state,hometown_type,education_level,education_num,years_experience,university_tier,previous_company_tier,skill_score,certifications_count,expected_salary,interview_score,hiring_decision,experience_per_age,skill_per_experience,certifications_per_year,salary_per_skill,is_male,is_female,is_general,is_obc,is_sc,is_st,is_tier1_uni,is_tier2_uni,is_tier3_uni,hours_per_week,occupation
CAND_00020,35,Male,Jatav,SC,Punjab,Rural,Bachelor,2,11,Tier2,Tier2,70.9,2,19.01,5.5,0,0.73,5.91,0.17,0.26,1,0,0,0,1,0,0,1,0,22,Tech
CAND_00021,42,Female,Teli,OBC,Bihar,Metro,Bachelor,2,14,Tier3,Tier1,75.4,3,16.32,8,1,0.64,5.03,0.2,0.21,0,1,0,1,0,0,0,0,1,28,Tech
CAND_00022,41,Male,Koli,OBC,Madhya Pradesh,Tier2_city,Bachelor,2,17,Tier3,Tier2,81,2,19.85,8.8,1,0.81,4.5,0.11,0.24,1,0,0,1,0,0,0,0,1,34,Tech
CAND_00023,21,Male,Kharia,ST,Chhattisgarh,Rural,High School,1,0,Tier3,Tier3,54.9,1,6.18,5.3,1,0,54.9,1,0.11,1,0,0,0,0,1,0,0,1,0,Tech
CAND_00024,42,Male,Yadav,OBC,Maharashtra,Metro,Master,3,14,Tier2,Tier1,82.2,4,21.78,9.4,1,0.64,5.48,0.27,0.26,1,0,0,1,0,0,0,1,0,28,Tech
CAND_00025,29,Male,Jat,OBC,Uttar Pradesh,Metro,Bachelor,2,5,Tier2,Tier2,66.6,2,8.24,6.6,0,0.56,11.1,0.33,0.12,1,0,0,1,0,0,0,1,0,10,Tech
CAND_00026,36,Female,Verma,General,Delhi,Rural,Master,3,13,Tier2,Tier2,70.7,4,22.54,9.3,1,0.81,5.05,0.29,0.31,0,1,1,0,0,0,0,1,0,26,Tech
CAND_00027,24,Male,Gupta,General,Delhi,Rural,Master,3,1,Tier2,Tier2,65.2,2,11.68,6.3,1,0.25,32.6,1,0.18,1,0,1,0,0,0,0,1,0,2,Tech
CAND_00028,33,Male,Mochi,SC,Rajasthan,Tier2_city,Bachelor,2,10,Tier1,Tier2,74,4,25.33,6.6,0,0.77,6.73,0.36,0.34,1,0,0,0,1,0,1,0,0,20,Tech
CAND_00029,34,Female,Gupta,General,Karnataka,Metro,Master,3,9,Tier3,Tier2,82.5,3,19.84,7.9,1,0.64,8.25,0.3,0.24,0,1,1,0,0,0,0,0,1,18,Tech
CAND_00030,21,Male,Reddy,General,Delhi,Rural,PhD,4,0,Tier2,Tier3,68.9,8,10.19,8.5,1,0,68.9,8,0.15,1,0,1,0,0,0,0,1,0,0,Tech
CAND_00031,36,Female,Patel,General,Delhi,Rural,Bachelor,2,13,Tier2,Tier1,66.4,3,12.64,9.4,1,0.81,4.74,0.21,0.19,0,1,1,0,0,0,0,1,0,26,Tech
CAND_00032,42,Male,Teli,OBC,Rajasthan,Tier2_city,Bachelor,2,19,Tier2,Tier1,82.6,3,23.1,8.2,1,0.86,4.13,0.15,0.28,1,0,0,1,0,0,0,1,0,38,Tech
CAND_00033,30,Male,Koli,OBC,Maharashtra,Tier2_city,Bachelor,2,6,Tier3,Tier1,83.1,1,8.74,6.3,1,0.6,11.87,0.14,0.1,1,0,0,1,0,0,0,0,1,12,Tech
CAND_00034,42,Female,Kurmi,OBC,Rajasthan,Metro,Bachelor,2,17,Tier1,Tier3,74.6,5,25.79,8.6,1,0.77,4.14,0.28,0.34,0,1,0,1,0,0,1,0,0,34,Tech
CAND_00035,30,Female,Jat,OBC,Maharashtra,Rural,Bachelor,2,3,Tier2,Tier2,55.3,1,9.55,7,1,0.3,13.82,0.25,0.17,0,1,0,1,0,0,0,1,0,6,Tech
CAND_00036,38,Female,Reddy,General,Gujarat,Rural,Bachelor,2,11,Tier2,Tier2,63.4,3,13.19,8.7,1,0.61,5.28,0.25,0.2,0,1,1,0,0,0,0,1,0,22,Tech
CAND_00037,21,Male,Gujjar,OBC,Rajasthan,Rural,Master,3,0,Tier2,Tier2,69.7,1,11.27,9.2,1,0,69.7,1,0.16,1,0,0,1,0,0,0,1,0,0,Tech
CAND_00038,51,Male,Koli,ST,Odisha,Rural,Bachelor,2,28,Tier3,Tier3,70.7,2,30.05,8.1,1,0.9,2.44,0.07,0.42,1,0,0,0,0,1,0,0,1,56,Tech
CAND_00039,43,Female,Reddy,General,Karnataka,Metro,High School,1,15,Tier1,Tier1,71.2,3,26,6.5,1,0.65,4.45,0.19,0.36,0,1,1,0,0,0,1,0,0,30,Tech
CAND_00040,29,Male,Yadav,OBC,Maharashtra,Metro,Master,3,6,Tier3,Tier2,83.6,4,15.85,8.7,1,0.67,11.94,0.57,0.19,1,0,0,1,0,0,0,0,1,12,Tech
CAND_00041,21,Male,Yadav,OBC,Rajasthan,Metro,Master,3,0,Tier2,Tier2,73.3,3,9.54,10,1,0,73.3,3,0.13,1,0,0,1,0,0,0,1,0,0,Tech
CAND_00042,34,Male,Kurmi,OBC,Bihar,Metro,Bachelor,2,11,Tier2,Tier2,73.6,4,16.53,8,1,0.79,6.13,0.33,0.22,1,0,0,1,0,0,0,1,0,22,Tech
CAND_00043,21,Male,Reddy,General,Gujarat,Rural,High School,1,0,Tier1,Tier1,60.5,1,14.91,7.3,1,0,60.5,1,0.24,1,0,1,0,0,0,1,0,0,0,Tech
CAND_00044,35,Female,Bharia,ST,Meghalaya,Rural,Bachelor,2,10,Tier3,Tier3,69.3,5,20.3,8.1,0,0.67,6.3,0.45,0.29,0,1,0,0,0,1,0,0,1,20,Tech
CAND_00045,35,Male,Teli,OBC,Maharashtra,Metro,Bachelor,2,10,Tier2,Tier3,69,2,12.1,8,1,0.67,6.27,0.18,0.17,1,0,0,1,0,0,0,1,0,20,Tech
CAND_00046,24,Female,Jatav,SC,Punjab,Tier2_city,Master,3,0,Tier2,Tier3,71.4,2,10.25,7.4,0,0,71.4,2,0.14,0,1,0,0,1,0,0,1,0,0,Tech
CAND_00047,40,Male,Patel,General,Karnataka,Tier2_city,Bachelor,2,14,Tier2,Tier2,90.9,2,23.94,10,1,0.7,6.06,0.13,0.26,1,0,1,0,0,0,0,1,0,28,Tech
CAND_00048,38,Female,Gujjar,OBC,Rajasthan,Metro,Master,3,10,Tier2,Tier3,84.2,5,18.81,9.2,1,0.56,7.65,0.45,0.22,0,1,0,1,0,0,0,1,0,20,Tech
CAND_00049,39,Female,Valmiki,SC,Haryana,Rural,Master,3,13,Tier3,Tier1,84,7,19.46,9.7,1,0.68,6,0.5,0.23,0,1,0,0,1,0,0,0,1,26,Tech
CAND_00050,32,Male,Verma,General,Delhi,Tier2_city,Master,3,8,Tier2,Tier1,75.3,4,17.69,8.4,1,0.67,8.37,0.44,0.23,1,0,1,0,0,0,0,1,0,16,Tech
CAND_00051,21,Female,Mehta,General,Gujarat,Tier2_city,Bachelor,2,0,Tier2,Tier2,58.3,4,5.93,8.8,1,0,58.3,4,0.1,0,1,1,0,0,0,0,1,0,0,Tech
CAND_00052,39,Female,Yadav,OBC,Bihar,Tier2_city,Master,3,10,Tier1,Tier2,78,1,26.4,7,1,0.53,7.09,0.09,0.33,0,1,0,1,0,0,1,0,0,20,Tech
CAND_00053,29,Female,Gupta,General,Delhi,Tier2_city,Bachelor,2,4,Tier1,Tier1,66.3,2,17.58,8.8,1,0.44,13.26,0.4,0.26,0,1,1,0,0,0,1,0,0,8,Tech
CAND_00054,21,Female,Teli,OBC,Maharashtra,Rural,Bachelor,2,0,Tier3,Tier3,62.2,2,5.06,6.4,1,0,62.2,2,0.08,0,1,0,1,0,0,0,0,1,0,Tech
CAND_00055,42,Female,Gupta,General,Karnataka,Metro,Master,3,14,Tier2,Tier2,90,8,22.22,8,1,0.64,6,0.53,0.24,0,1,1,0,0,0,0,1,0,28,Tech
CAND_00056,48,Female,Verma,General,Maharashtra,Metro,Bachelor,2,23,Tier3,Tier3,80.9,3,27.13,8.6,1,0.82,3.37,0.12,0.33,0,1,1,0,0,0,0,0,1,46,Tech
CAND_00057,31,Male,Gujjar,OBC,Madhya Pradesh,Tier2_city,Bachelor,2,7,Tier1,Tier1,61.9,3,15.49,9.9,1,0.64,7.74,0.38,0.25,1,0,0,1,0,0,1,0,0,14,Tech
CAND_00058,49,Male,Gupta,General,Karnataka,Tier2_city,Bachelor,2,26,Tier2,Tier1,87.4,3,27.27,8.4,1,0.9,3.24,0.11,0.31,1,0,1,0,0,0,0,1,0,52,Tech
CAND_00059,32,Male,Koli,ST,Jharkhand,Tier2_city,Master,3,9,Tier2,Tier1,89.5,2,14.7,10,1,0.75,8.95,0.2,0.16,1,0,0,0,0,1,0,1,0,18,Tech
CAND_00060,28,Male,Jatav,SC,Rajasthan,Tier2_city,Bachelor,2,5,Tier2,Tier1,83,5,12.79,7.3,1,0.62,13.83,0.83,0.15,1,0,0,0,1,0,0,1,0,10,Tech
CAND_00061,26,Male,Koli,OBC,Madhya Pradesh,Metro,Bachelor,2,3,Tier3,Tier2,52.5,3,9.16,6.6,0,0.5,13.12,0.75,0.17,1,0,0,1,0,0,0,0,1,6,Tech
CAND_00062,45,Male,Paswan,SC,West Bengal,Rural,Bachelor,2,18,Tier1,Tier1,77.6,6,30.33,8.7,1,0.72,4.08,0.32,0.39,1,0,0,0,1,0,1,0,0,36,Tech
CAND_00063,25,Female,Jatav,SC,West Bengal,Tier2_city,Master,3,1,Tier2,Tier2,84.5,4,13.01,7.7,1,0.2,42.25,2,0.15,0,1,0,0,1,0,0,1,0,2,Tech
CAND_00064,37,Male,Gupta,General,Maharashtra,Metro,Master,3,13,Tier2,Tier1,80.3,4,17.53,8.8,1,0.76,5.74,0.29,0.22,1,0,1,0,0,0,0,1,0,26,Tech
CAND_00065,27,Male,Dhanuk,SC,West Bengal,Rural,Bachelor,2,3,Tier3,Tier3,61.7,1,10.73,7,1,0.43,15.42,0.25,0.17,1,0,0,0,1,0,0,0,1,6,Tech
CAND_00066,28,Female,Kumar,General,Gujarat,Rural,Master,3,5,Tier1,Tier2,76.6,7,21.29,10,1,0.62,12.77,1.17,0.27,0,1,1,0,0,0,1,0,0,10,Tech
CAND_00067,40,Male,Mehta,General,Delhi,Tier2_city,Bachelor,2,17,Tier3,Tier2,86.1,1,20.49,5.1,1,0.85,4.78,0.06,0.24,1,0,1,0,0,0,0,0,1,34,Tech
CAND_00068,28,Female,Kurmi,OBC,Maharashtra,Rural,Bachelor,2,3,Tier3,Tier3,56.3,2,7.26,6.2,1,0.38,14.08,0.5,0.13,0,1,0,1,0,0,0,0,1,6,Tech
CAND_00069,28,Male,Gujjar,OBC,Uttar Pradesh,Tier2_city,Bachelor,2,4,Tier2,Tier3,80.2,6,11.13,8.2,1,0.5,16.04,1.2,0.14,1,0,0,1,0,0,0,1,0,8,Tech
CAND_00070,41,Other,Patel,General,Delhi,Metro,Master,3,14,Tier1,Tier2,84.9,6,28.04,7.7,1,0.67,5.66,0.4,0.33,0,0,1,0,0,0,1,0,0,28,Tech
CAND_00071,44,Female,Patel,General,Tamil Nadu,Tier2_city,Master,3,20,Tier1,Tier1,85,2,33.17,8.9,1,0.83,4.05,0.1,0.39,0,1,1,0,0,0,1,0,0,40,Tech
CAND_00072,37,Male,Yadav,OBC,Madhya Pradesh,Tier2_city,Bachelor,2,14,Tier2,Tier2,69.1,0,20.88,10,1,0.82,4.61,0,0.3,1,0,0,1,0,0,0,1,0,28,Tech
CAND_00073,26,Male,Singh,General,Tamil Nadu,Metro,High School,1,2,Tier2,Tier2,66.1,2,6.04,3.6,1,0.33,22.03,0.67,0.09,1,0,1,0,0,0,0,1,0,4,Tech
CAND_00074,27,Female,Mochi,SC,Rajasthan,Metro,Master,3,2,Tier2,Tier3,64.7,1,13.65,6.4,1,0.29,21.57,0.33,0.21,0,1,0,0,1,0,0,1,0,4,Tech
CAND_00075,32,Female,Kurmi,OBC,Maharashtra,Rural,Master,3,7,Tier2,Tier3,85.5,5,17.62,9.8,1,0.58,10.69,0.62,0.2,0,1,0,1,0,0,0,1,0,14,Tech
CAND_00076,34,Female,Verma,General,Maharashtra,Metro,Bachelor,2,7,Tier2,Tier3,79.2,0,12.29,6.9,1,0.5,9.9,0,0.15,0,1,1,0,0,0,0,1,0,14,Tech
CAND_00077,24,Female,Patel,General,Karnataka,Metro,Bachelor,2,1,Tier1,Tier1,54.3,3,16.07,7.7,1,0.25,27.15,1.5,0.29,0,1,1,0,0,0,1,0,0,2,Tech
CAND_00078,37,Male,Lodhi,OBC,Madhya Pradesh,Rural,Bachelor,2,13,Tier3,Tier3,74.9,2,20.86,10,1,0.76,5.35,0.14,0.27,1,0,0,1,0,0,0,0,1,26,Tech
CAND_00079,32,Male,Lodhi,OBC,Bihar,Metro,Bachelor,2,7,Tier3,Tier1,58.7,0,14.07,6.2,1,0.58,7.34,0,0.24,1,0,0,1,0,0,0,0,1,14,Tech
CAND_00080,21,Male,Mehta,General,Delhi,Metro,Master,3,0,Tier1,Tier3,66.2,2,16.6,7.1,1,0,66.2,2,0.25,1,0,1,0,0,0,1,0,0,0,Tech
CAND_00081,24,Female,Kumar,General,Gujarat,Rural,Bachelor,2,0,Tier3,Tier3,74.6,4,8.82,7.8,1,0,74.6,4,0.12,0,1,1,0,0,0,0,0,1,0,Tech
CAND_00082,27,Female,Kumar,General,Maharashtra,Metro,Master,3,2,Tier3,Tier2,75.5,1,15.72,8.8,1,0.29,25.17,0.33,0.21,0,1,1,0,0,0,0,0,1,4,Tech
CAND_00083,31,Male,Sharma,General,Gujarat,Tier2_city,Master,3,6,Tier1,Tier1,73.8,2,21.91,10,1,0.55,10.54,0.29,0.29,1,0,1,0,0,0,1,0,0,12,Tech
CAND_00084,47,Male,Yadav,OBC,Madhya Pradesh,Rural,Master,3,18,Tier2,Tier3,72.5,3,26.52,8.5,1,0.67,3.82,0.16,0.36,1,0,0,1,0,0,0,1,0,36,Tech
CAND_00085,33,Male,Paswan,SC,Uttar Pradesh,Tier2_city,Master,3,8,Tier3,Tier3,88.1,1,17.81,10,1,0.62,9.79,0.11,0.2,1,0,0,0,1,0,0,0,1,16,Tech
CAND_00086,25,Male,Teli,OBC,Maharashtra,Tier2_city,Master,3,2,Tier3,Tier2,85,5,16.11,10,1,0.4,28.33,1.67,0.19,1,0,0,1,0,0,0,0,1,4,Tech
CAND_00087,33,Female,Jatav,SC,Uttar Pradesh,Tier2_city,Bachelor,2,9,Tier3,Tier3,72.8,4,14.6,9.2,1,0.69,7.28,0.4,0.2,0,1,0,0,1,0,0,0,1,18,Tech
CAND_00088,29,Female,Sharma,General,Delhi,Tier2_city,High School,1,4,Tier1,Tier3,63.8,5,17.28,6.7,1,0.44,12.76,1,0.27,0,1,1,0,0,0,1,0,0,8,Tech
CAND_00089,34,Female,Gupta,General,Karnataka,Tier2_city,Bachelor,2,10,Tier1,Tier3,76.7,3,23.11,8.7,1,0.71,6.97,0.27,0.3,0,1,1,0,0,0,1,0,0,20,Tech
CAND_00090,36,Male,Kurmi,OBC,Bihar,Metro,Bachelor,2,11,Tier2,Tier2,77.6,3,17.63,9.2,1,0.69,6.47,0.25,0.22,1,0,0,1,0,0,0,1,0,22,Tech
CAND_00091,41,Male,Jat,OBC,Rajasthan,Tier2_city,Bachelor,2,16,Tier1,Tier1,85.3,1,28.93,7.4,1,0.76,5.02,0.06,0.34,1,0,0,1,0,0,1,0,0,32,Tech
CAND_00092,31,Female,Lodhi,OBC,Uttar Pradesh,Tier2_city,Master,3,6,Tier2,Tier3,74.1,2,15.47,10,1,0.55,10.59,0.29,0.21,0,1,0,1,0,0,0,1,0,12,Tech
CAND_00093,45,Female,Jat,OBC,Uttar Pradesh,Rural,Bachelor,2,20,Tier2,Tier3,64.5,2,25.07,6.8,1,0.8,3.07,0.1,0.38,0,1,0,1,0,0,0,1,0,40,Tech
CAND_00094,39,Female,Kurmi,OBC,Madhya Pradesh,Tier2_city,High School,1,16,Tier2,Tier1,81.3,5,21.46,8.9,1,0.84,4.78,0.29,0.26,0,1,0,1,0,0,0,1,0,32,Tech
CAND_00095,26,Female,Patel,General,Maharashtra,Rural,Bachelor,2,1,Tier2,Tier2,51.5,5,5.56,10,0,0.17,25.75,2.5,0.11,0,1,1,0,0,0,0,1,0,2,Tech
CAND_00096,49,Male,Jat,OBC,Rajasthan,Tier2_city,Master,3,22,Tier3,Tier2,97.1,4,30.64,9.5,0,0.76,4.22,0.17,0.31,1,0,0,1,0,0,0,0,1,44,Tech
CAND_00097,34,Female,Jat,OBC,Madhya Pradesh,Metro,Master,3,7,Tier1,Tier3,82.9,3,22.25,6.9,1,0.5,10.36,0.38,0.27,0,1,0,1,0,0,1,0,0,14,Tech
CAND_00098,25,Male,Oraon,ST,Chhattisgarh,Rural,Bachelor,2,2,Tier3,Tier3,58.5,3,10.16,4.9,1,0.4,19.5,1,0.17,1,0,0,0,0,1,0,0,1,4,Tech
CAND_00099,45,Male,Yadav,OBC,Rajasthan,Tier2_city,Bachelor,2,21,Tier2,Tier2,77.6,3,21.57,10,1,0.84,3.53,0.14,0.27,1,0,0,1,0,0,0,1,0,42,Tech
CAND_00100,48,Male,Saini,OBC,Rajasthan,Tier2_city,Bachelor,2,21,Tier2,Tier1,84.9,4,23.76,7.5,1,0.75,3.86,0.18,0.28,1,0,0,1,0,0,0,1,0,42,Tech
CAND_00101,31,Male,Saini,OBC,Uttar Pradesh,Rural,High School,1,8,Tier3,Tier3,71.6,4,11.9,7,1,0.73,7.96,0.44,0.16,1,0,0,1,0,0,0,0,1,16,Tech
CAND_00102,27,Female,Balai,SC,Haryana,Rural,Master,3,3,Tier3,Tier3,57.8,1,12.64,8.1,1,0.43,14.45,0.25,0.21,0,1,0,0,1,0,0,0,1,6,Tech
CAND_00103,30,Male,Santhal,ST,Assam,Tier2_city,Bachelor,2,6,Tier3,Tier2,67.7,5,10.81,9.3,1,0.6,9.67,0.71,0.16,1,0,0,0,0,1,0,0,1,12,Tech
CAND_00104,37,Male,Mochi,SC,West Bengal,Tier2_city,Bachelor,2,13,Tier3,Tier2,89.5,1,18.55,8,1,0.76,6.39,0.07,0.2,1,0,0,0,1,0,0,0,1,26,Tech
CAND_00105,42,Female,Gujjar,OBC,Uttar Pradesh,Rural,Bachelor,2,14,Tier1,Tier1,76.9,3,26.65,6.5,0,0.64,5.13,0.2,0.34,0,1,0,1,0,0,1,0,0,28,Tech
CAND_00106,36,Male,Kumar,General,Tamil Nadu,Rural,Master,3,13,Tier1,Tier1,68.7,6,27.42,9.2,1,0.81,4.91,0.43,0.39,1,0,1,0,0,0,1,0,0,26,Tech
CAND_00107,32,Male,Teli,OBC,Bihar,Tier2_city,High School,1,8,Tier2,Tier2,57.9,1,11.74,9.6,1,0.67,6.43,0.11,0.2,1,0,0,1,0,0,0,1,0,16,Tech
CAND_00108,43,Female,Kurmi,OBC,Bihar,Rural,High School,1,15,Tier3,Tier1,72.2,2,19.55,7.2,1,0.65,4.51,0.12,0.27,0,1,0,1,0,0,0,0,1,30,Tech
CAND_00109,29,Male,Bhangi,SC,Uttar Pradesh,Rural,Bachelor,2,5,Tier3,Tier3,49.7,4,7.34,6.7,1,0.56,8.28,0.67,0.14,1,0,0,0,1,0,0,0,1,10,Tech
CAND_00110,40,Male,Verma,General,Gujarat,Metro,High School,1,17,Tier2,Tier2,69.2,1,23.84,10,1,0.85,3.84,0.06,0.34,1,0,1,0,0,0,0,1,0,34,Tech
CAND_00111,29,Male,Koli,OBC,Maharashtra,Rural,Bachelor,2,6,Tier2,Tier2,60.1,1,14.12,7.5,1,0.67,8.59,0.14,0.23,1,0,0,1,0,0,0,1,0,12,Tech
CAND_00112,35,Male,Singh,General,Maharashtra,Metro,Bachelor,2,12,Tier1,Tier2,74.8,4,22.33,10,1,0.8,5.75,0.31,0.29,1,0,1,0,0,0,1,0,0,24,Tech
CAND_00113,31,Female,Bhangi,SC,Rajasthan,Tier2_city,Bachelor,2,8,Tier3,Tier3,76.9,4,12.14,6.9,1,0.73,8.54,0.44,0.16,0,1,0,0,1,0,0,0,1,16,Tech
CAND_00114,31,Female,Sharma,General,Delhi,Tier2_city,Master,3,4,Tier1,Tier1,76.2,2,20.98,10,1,0.36,15.24,0.4,0.27,0,1,1,0,0,0,1,0,0,8,Tech
CAND_00115,28,Female,Koli,OBC,Maharashtra,Metro,Master,3,3,Tier2,Tier3,72.7,1,10.34,8.4,1,0.38,18.18,0.25,0.14,0,1,0,1,0,0,0,1,0,6,Tech
CAND_00116,42,Female,Patel,General,Maharashtra,Tier2_city,Bachelor,2,17,Tier2,Tier3,81.1,1,24.81,8.2,1,0.77,4.51,0.06,0.3,0,1,1,0,0,0,0,1,0,34,Tech
CAND_00117,26,Female,Gupta,General,Tamil Nadu,Tier2_city,High School,1,2,Tier2,Tier2,59.7,3,7.04,9.5,1,0.33,19.9,1,0.12,0,1,1,0,0,0,0,1,0,4,Tech
CAND_00118,26,Male,Saini,OBC,Maharashtra,Metro,Master,3,3,Tier3,Tier3,69.5,2,11.65,4.6,1,0.5,17.38,0.5,0.17,1,0,0,1,0,0,0,0,1,6,Tech
CAND_00119,48,Female,Reddy,General,Gujarat,Metro,Bachelor,2,21,Tier1,Tier1,79.5,5,31.82,7.2,0,0.75,3.61,0.23,0.4,0,1,1,0,0,0,1,0,0,42,Tech
CAND_00120,39,Female,Lodhi,OBC,Bihar,Tier2_city,Master,3,12,Tier1,Tier3,70.4,2,28.25,5.9,0,0.63,5.42,0.15,0.4,0,1,0,1,0,0,1,0,0,24,Tech
CAND_00121,21,Female,Gond,ST,Chhattisgarh,Rural,Bachelor,2,0,Tier3,Tier3,53.6,3,4.84,6.2,0,0,53.6,3,0.09,0,1,0,0,0,1,0,0,1,0,Tech
CAND_00122,27,Female,Koli,ST,Madhya Pradesh,Rural,Bachelor,2,4,Tier3,Tier1,72.8,1,11.97,7.3,0,0.57,14.56,0.2,0.16,0,1,0,0,0,1,0,0,1,8,Tech
CAND_00123,21,Male,Kumar,General,Karnataka,Metro,PhD,4,0,Tier2,Tier1,87,3,10.16,8,1,0,87,3,0.12,1,0,1,0,0,0,0,1,0,0,Tech
CAND_00124,24,Male,Balai,SC,Rajasthan,Rural,High School,1,1,Tier3,Tier3,45.9,2,4.41,8.3,1,0.25,22.95,1,0.09,1,0,0,0,1,0,0,0,1,2,Tech
CAND_00125,21,Male,Mehta,General,Delhi,Metro,Bachelor,2,0,Tier2,Tier1,73,2,9.68,8.3,1,0,73,2,0.13,1,0,1,0,0,0,0,1,0,0,Tech
CAND_00126,30,Male,Bharia,ST,Odisha,Tier2_city,Master,3,7,Tier3,Tier2,87.8,0,19.72,8.2,1,0.7,10.98,0,0.22,1,0,0,0,0,1,0,0,1,14,Tech
CAND_00127,22,Female,Bhangi,SC,Rajasthan,Rural,Bachelor,2,0,Tier3,Tier2,58.2,1,5.44,7.5,1,0,58.2,1,0.09,0,1,0,0,1,0,0,0,1,0,Tech
CAND_00128,32,Female,Mehta,General,Gujarat,Metro,Master,3,7,Tier2,Tier2,73.3,7,12.12,7.5,1,0.58,9.16,0.88,0.16,0,1,1,0,0,0,0,1,0,14,Tech
CAND_00129,21,Male,Patel,General,Karnataka,Rural,Bachelor,2,0,Tier2,Tier1,57,3,9.46,10,1,0,57,3,0.16,1,0,1,0,0,0,0,1,0,0,Tech
CAND_00130,32,Male,Patel,General,Delhi,Rural,Bachelor,2,7,Tier2,Tier2,70.8,3,15.38,7.4,1,0.58,8.85,0.38,0.21,1,0,1,0,0,0,0,1,0,14,Tech
